"","participant","controllerName","trialNumber","V5","condition","item","region","word","rt","sentence","match","position","logrt"
"72121","ce9c53d8f54403d2b3263e683994b240","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",6,"customers",717,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.57507584059962
"72122","ce9c53d8f54403d2b3263e683994b240","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",7,"asked",703,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.55535689181067
"72123","ce9c53d8f54403d2b3263e683994b240","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",8,"Victor",744,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.61204103483309
"72124","ce9c53d8f54403d2b3263e683994b240","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",9,"curiously",734,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.59850902861452
"72125","ce9c53d8f54403d2b3263e683994b240","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",10,"whether",728,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.59030104819669
"72126","ce9c53d8f54403d2b3263e683994b240","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",11,"Jennifer",822,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.71174039505618
"72127","ce9c53d8f54403d2b3263e683994b240","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",12,"had ever",689,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.53524127101366
"72128","ce9c53d8f54403d2b3263e683994b240","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",13,"worn",678,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.5191472879404
"72129","ce9c53d8f54403d2b3263e683994b240","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",14,"it.",1660,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",7.41457288135059
"73154","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",1,"While",512,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.23832462503951
"73168","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",2,"she",446,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.10031895202006
"73169","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",3,"waited",503,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.22059017009974
"73170","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",4,"backstage%2C",565,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.33682573114644
"73171","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",5,"several",634,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.45204895443723
"73172","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",6,"models",492,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.19847871649231
"73173","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",7,"congratulated",604,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.40357419793482
"73174","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",8,"Victoria",482,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.1779441140506
"73175","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",9,"graciously",544,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.29894924685594
"73176","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",10,"on",513,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.24027584517077
"73177","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",11,"the success",512,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.23832462503951
"73178","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",12,"of",455,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.12029741895095
"73179","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",13,"her student's",537,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.28599809450886
"73180","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",105,0,"HARPSICHORD-OBJ-Match","22",14,"collection.",512,"While she waited backstage%2C several models congratulated Victoria graciously on the success of her student's collection.","M","o",6.23832462503951
"73540","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",1,"After",647,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.4723462945009
"73554","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",2,"he",462,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.13556489108174
"73555","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",3,"heard",494,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.20253551718792
"73556","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",4,"the verdict%2C",773,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.65027904858742
"73557","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",5,"a number of",3711,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",8.2190566610606
"73558","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",6,"supporters",773,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.65027904858742
"73559","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",7,"consoled",661,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.49375383985169
"73560","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",8,"Jennifer",877,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.77650699237218
"73561","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",9,"gently",523,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.25958146406492
"73562","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",10,"while",514,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.24222326545517
"73563","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",11,"her brother",675,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.51471269087253
"73564","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",12,"was",478,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.16961073249146
"73565","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",94,0,"HARPSICHORD-OBJ-Misma","19",13,"led away.",581,"After he heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","MM","o",6.36475075685191
"73704","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",1,"When",544,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.29894924685594
"73718","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",2,"she",523,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.25958146406492
"73719","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",3,"entered",577,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.3578422665081
"73720","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",4,"the church%2C",593,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.38519439899773
"73721","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",5,"a handful of",947,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.85329909318608
"73722","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",6,"churchgoers",1253,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",7.13329595489607
"73723","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",7,"criticized",697,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.54678541076052
"73724","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",8,"Alicia",911,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.81454289725996
"73725","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",9,"loudly",598,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.39359075395063
"73726","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",10,"for ignoring",733,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.59714570188665
"73727","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",11,"the priest's",625,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.4377516497364
"73728","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",12,"kind",638,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.45833828334479
"73729","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",89,0,"HARPSICHORD-OBJ-Match","18",13,"greeting.",444,"When she entered the church%2C a handful of churchgoers criticized Alicia loudly for ignoring the priest's kind greeting.","M","o",6.09582456243222
"73925","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",1,"When",835,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.72743172485086
"73939","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",2,"she",489,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.19236248947487
"73940","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",3,"was",727,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.58892647753352
"73941","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",4,"off duty%2C",814,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.70196036600254
"73942","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",5,"some of the",674,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.51323011091231
"73943","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",6,"investigators",736,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.60123011872888
"73944","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",7,"contacted",679,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.5206211275587
"73945","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",8,"Michael",621,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.43133108193348
"73946","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",9,"confidentially",725,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.58617165485467
"73947","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",10,"to ask",724,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.58479139238572
"73948","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",11,"about",609,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.4118182677099
"73949","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",12,"the officer's",612,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.41673228251233
"73950","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",13,"behavior.",545,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.30078579466324
"74417","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",1,"While",571,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.34738920965601
"74431","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",2,"he",454,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.11809719804135
"74432","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",3,"weighed",503,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.22059017009974
"74433","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",4,"the jewelry%2C",605,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.40522845803084
"74434","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",5,"a few",523,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.25958146406492
"74435","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",6,"customers",586,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.37331978957701
"74436","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",7,"asked",533,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.27852142416584
"74437","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",8,"Victor",778,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.65672652417839
"74438","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",9,"curiously",543,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.29710931993394
"74439","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",10,"whether",532,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.27664348934164
"74440","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",11,"Jennifer",486,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.18620862390049
"74441","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",12,"had ever",583,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.36818718635049
"74442","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",13,"worn",515,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.24416690066374
"74443","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",121,0,"HARPSICHORD-OBJ-Match","26",14,"it.",552,"While he weighed the jewelry%2C a few customers asked Victor curiously whether Jennifer had ever worn it.","M","o",6.31354804627709
"74580","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",1,"After",604,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.40357419793482
"74594","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",2,"he",564,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.33505425149806
"74595","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",3,"put out",1000,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.90775527898214
"74596","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",4,"the campfire%2C",935,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.84054652928869
"74597","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",5,"some of the",1065,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.97073007814353
"74598","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",6,"schoolboys",796,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.67959918584438
"74599","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",7,"dared",938,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.84374994900622
"74600","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",8,"Olivia",733,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.59714570188665
"74601","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",9,"excitedly",849,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.74405918631135
"74602","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",10,"to prank",654,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.4831073514572
"74603","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",11,"her oldest",674,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.51323011091231
"74604","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",30,0,"HARPSICHORD-OBJ-Misma","3",12,"brother.",486,"After he put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","MM","o",6.18620862390049
"74805","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",1,"As soon as",672,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.51025834052315
"74819","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",2,"she",609,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.4118182677099
"74820","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",3,"got back",575,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.35437004079735
"74821","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",4,"to school%2C",673,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.51174532964473
"74822","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",5,"some",597,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.3919171133926
"74823","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",6,"students",616,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.42324696353352
"74824","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",7,"accused",605,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.40522845803084
"74825","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",8,"Samantha",495,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.20455776256869
"74826","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",9,"furiously",541,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.29341927884648
"74827","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",10,"of hacking",564,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.33505425149806
"74828","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",11,"the popular boy's",980,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.88755257166462
"74829","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",12,"Instagram",571,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.34738920965601
"74830","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",13,"account.",508,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.23048144757848
"75302","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",1,"When",680,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.52209279817015
"75316","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",2,"he",437,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.07993319509559
"75317","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",3,"came back",522,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.25766758788264
"75318","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",4,"from lunch%2C",645,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.46925031679577
"75319","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",5,"some of the",891,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.79234442747081
"75320","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",6,"interns",1169,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",7.06390396147207
"75321","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",7,"avoided",629,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.44413125670044
"75322","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",8,"Caroline",874,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.77308037565554
"75323","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",9,"successfully",864,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.76157276880406
"75324","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",10,"by hiding",773,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.65027904858742
"75325","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",11,"in",725,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.58617165485467
"75326","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",12,"the secretary's",585,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.37161184723186
"75327","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",78,0,"HARPSICHORD-OBJ-Misma","15",13,"office.",616,"When he came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","MM","o",6.42324696353352
